 F,      BusId,       PA,       PB,       PC,       P3, XA, XB, XC, X3,       id_A,       id_B,       id_C,       id_3
 0,    2578246,     48.0,     46.0,     48.0,    141.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 0,    2578258,     47.0,     46.0,     48.0,    141.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 0,    2578279,     47.0,     45.0,     47.0,    139.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 0,    2578290,     41.0,     39.0,     41.0,    122.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 0,    2578310,     41.0,     39.0,     41.0,    122.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 0,    2537563,     42.0,     40.0,     42.0,    123.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 0,    2578328,     43.0,     41.0,     43.0,    124.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 0,    2578344,     43.0,     41.0,     43.0,    125.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 0,    2578378,     46.0,     46.0,     46.0,    139.0,  9, 10, 11, 11,      75907,      75907,      75907,      75907
 0,    2578392,     45.0,     46.0,     45.0,    138.0,  9, 10, 11, 11,      75907,      75907,      75907,      75907
 0,      42338,     45.0,     45.0,     45.0,    138.0,  9, 10, 11, 11,      75907,      75907,      75907,      75907
 0,    2578421,     45.0,     45.0,     45.0,    138.0,  9, 10, 11, 11,      75907,      75907,      75907,      75907
 0,    2578445,     45.0,     45.0,     44.0,    137.0,  9, 10, 11, 11,      75907,      75907,      75907,      75907
 0,      42316,     46.0,     46.0,     46.0,    142.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 0,      42315,     46.0,     46.0,     46.0,    142.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 0,    2537572,     16.0,     16.0,     16.0,     50.0,  9, 10, 11,  9,    2381367,    2381367,    2381367,    2381367
 0,    2539069,     16.0,     16.0,     16.0,     52.0,  9, 10, 11,  9,    2382194,    2382194,    2382194,    2382194
 0,      42347,     78.0,     78.0,     78.0,    248.0,  9, 10, 11,  9,      75932,      75932,      75932,      75932
 0,    2539103,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2382236,    2382236,    2382236,    2382236
 1,    2578246,     48.0,     48.0,     48.0,    144.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 1,    2578258,     47.0,     47.0,     48.0,    144.0,  9, 10, 11,  9,      75341,      75341,      75341,      75341
 1,    2578279,     47.0,     47.0,     47.0,    143.0,  9, 10, 11,  9,      75341,      75341,      75341,      75341
 1,    2578290,     42.0,     40.0,     42.0,    125.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 1,    2578310,     42.0,     40.0,     42.0,    125.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 1,    2537563,     43.0,     41.0,     43.0,    127.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 1,    2578328,     44.0,     42.0,     44.0,    127.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 1,    2578344,     44.0,     42.0,     44.0,    128.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 1,    2578378,     46.0,     46.0,     47.0,    140.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 1,    2578392,     45.0,     46.0,     46.0,    139.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 1,      42338,     45.0,     45.0,     46.0,    139.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 1,    2578421,     45.0,     45.0,     46.0,    139.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 1,    2578445,     45.0,     45.0,     45.0,    138.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 1,      42316,     46.0,     46.0,     46.0,    142.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 1,      42315,     46.0,     46.0,     46.0,    142.0,  9, 10, 11, 11,      75869,      75869,      75869,      75869
 1,    2537572,     17.0,     16.0,     16.0,     51.0,  9, 10, 11,  9,    2381367,    2381367,    2381367,    2381367
 1,    2539069,     16.0,     16.0,     16.0,     51.0,  9, 10, 11,  9,    2382194,    2382194,    2382194,    2382194
 1,      42347,     78.0,     78.0,     78.0,    248.0,  9, 10, 11,  9,      75932,      75932,      75932,      75932
 1,    2539103,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2382236,    2382236,    2382236,    2382236
 2,    2578246,     48.0,     47.0,     49.0,    143.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 2,    2578258,     47.0,     47.0,     48.0,    143.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 2,    2578279,     47.0,     46.0,     48.0,    142.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 2,    2578290,     42.0,     40.0,     42.0,    125.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 2,    2578310,     42.0,     40.0,     43.0,    125.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 2,    2537563,     43.0,     41.0,     43.0,    127.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 2,    2578328,     43.0,     42.0,     44.0,    128.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 2,    2578344,     44.0,     42.0,     44.0,    129.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 2,    2578378,     47.0,     46.0,     47.0,    142.0,  9, 10, 11, 10,      75907,      75907,      75907,      75907
 2,    2578392,     46.0,     46.0,     46.0,    141.0,  9, 10, 11, 10,      75907,      75907,      75907,      75907
 2,      42338,     46.0,     45.0,     46.0,    140.0,  9, 10, 11, 10,      75907,      75907,      75907,      75907
 2,    2578421,     46.0,     45.0,     46.0,    140.0,  9, 10, 11, 10,      75907,      75907,      75907,      75907
 2,    2578445,     45.0,     45.0,     45.0,    140.0,  9, 10, 11, 10,      75907,      75907,      75907,      75907
 2,      42316,     46.0,     46.0,     46.0,    143.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 2,      42315,     46.0,     46.0,     46.0,    143.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 2,    2537572,     16.0,     16.0,     16.0,     50.0,  9, 10, 11,  9,    2381367,    2381367,    2381367,    2381367
 2,    2539069,     16.0,     16.0,     16.0,     50.0,  9, 10, 11,  9,    2382194,    2382194,    2382194,    2382194
 2,      42347,     78.0,     78.0,     78.0,    248.0,  9, 10, 11,  9,      75932,      75932,      75932,      75932
 2,    2539103,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2382236,    2382236,    2382236,    2382236
 3,    2578246,     48.0,     48.0,     49.0,    145.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 3,    2578258,     48.0,     48.0,     48.0,    145.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 3,    2578279,     47.0,     47.0,     48.0,    144.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 3,    2578290,     42.0,     41.0,     43.0,    127.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 3,    2578310,     42.0,     41.0,     43.0,    127.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 3,    2537563,     43.0,     42.0,     44.0,    129.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 3,    2578328,     44.0,     42.0,     44.0,    130.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 3,    2578344,     44.0,     43.0,     45.0,    131.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 3,    2578378,     46.0,     47.0,     47.0,    142.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 3,    2578392,     46.0,     46.0,     46.0,    141.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 3,      42338,     45.0,     46.0,     46.0,    140.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 3,    2578421,     45.0,     46.0,     46.0,    140.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 3,    2578445,     45.0,     46.0,     45.0,    140.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 3,      42316,     46.0,     46.0,     46.0,    143.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 3,      42315,     46.0,     46.0,     46.0,    143.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 3,    2537572,     17.0,     16.0,     16.0,     51.0,  9, 10, 11,  9,    2381367,    2381367,    2381367,    2381367
 3,    2539069,     16.0,     16.0,     16.0,     51.0,  9, 10, 11,  9,    2382194,    2382194,    2382194,    2382194
 3,      42347,     78.0,     78.0,     78.0,    248.0,  9, 10, 11,  9,      75932,      75932,      75932,      75932
 3,    2539103,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2382236,    2382236,    2382236,    2382236
 4,    2578246,     48.0,     48.0,     49.0,    146.0,  9, 10, 11,  9,      75341,      75341,      75341,      75341
 4,    2578258,     48.0,     48.0,     48.0,    145.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 4,    2578279,     47.0,     47.0,     48.0,    144.0,  9, 10, 11, 10,      75341,      75341,      75341,      75341
 4,    2578290,     42.0,     40.0,     42.0,    125.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 4,    2578310,     42.0,     40.0,     43.0,    126.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 4,    2537563,     43.0,     41.0,     44.0,    127.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 4,    2578328,     43.0,     42.0,     44.0,    128.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 4,    2578344,     44.0,     42.0,     45.0,    129.0,  9, 10, 11, 10,      75961,      75961,      75961,      75961
 4,    2578378,     47.0,     47.0,     47.0,    143.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 4,    2578392,     46.0,     46.0,     46.0,    142.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 4,      42338,     46.0,     46.0,     46.0,    141.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 4,    2578421,     46.0,     46.0,     46.0,    141.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 4,    2578445,     45.0,     45.0,     45.0,    141.0,  9, 10, 11,  9,      75907,      75907,      75907,      75907
 4,      42316,     46.0,     46.0,     46.0,    142.0,  9, 10, 11, 11,      75869,      75869,      75869,      75869
 4,      42315,     46.0,     46.0,     46.0,    143.0,  9, 10, 11,  9,      75869,      75869,      75869,      75869
 4,    2537572,     16.0,     16.0,     16.0,     51.0,  9, 10, 11,  9,    2381367,    2381367,    2381367,    2381367
 4,    2539069,     16.0,     16.0,     16.0,     51.0,  9, 10, 11,  9,    2382194,    2382194,    2382194,    2382194
 4,      42347,     78.0,     78.0,     78.0,    248.0,  9, 10, 11,  9,      75932,      75932,      75932,      75932
 4,    2539103,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2382236,    2382236,    2382236,    2382236
 5,    2578246,     48.0,     48.0,     49.0,    146.0,  9, 10, 11,  9,      75341,      75341,      75341,      75341
