 F,      BusId,       PA,       PB,       PC,       P3, XA, XB, XC, X3,       id_A,       id_B,       id_C,       id_3
 0,    2575430,     57.0,     57.0,     59.0,    178.0,  9, 10, 11, 10,    1425121,    1425121,    1425121,    1425121
 0,    2575536,     57.0,     57.0,     59.0,    178.0,  9, 10, 11,  9,    1425121,    1425121,    1246514,    1425121
 0,    1005977,     24.0,     24.0,     24.0,     73.0,  9, 10, 11,  9,    1246651,    1246651,    1246651,    1246651
 0,    1005987,     48.0,     49.0,     50.0,    148.0,  9, 10, 11,  9,    1246656,    1246656,    1246656,    1246656
 0,    1006012,     49.0,     49.0,     49.0,    150.0,  9, 10, 11, 10,    1246665,    1246665,    1246665,    1246665
 0,    1006022,     49.0,     49.0,     49.0,    151.0,  9, 10, 11,  9,    1246669,    1246669,    1246669,    1246669
 0,    1006032,     47.0,     48.0,     49.0,    147.0,  9, 10, 11,  9,    1246671,    1246671,    1246671,    1246671
 0,    1006051,     48.0,     48.0,     48.0,    151.0,  9, 10, 11,  9,    1246677,    1246677,    1246677,    1246677
 0,    1006216,     48.0,     48.0,     48.0,    150.0,  9, 10, 11,  9,    1246795,    1246795,    1246795,    1246795
 0,    1275862,     61.0,     61.0,     62.0,    187.0,  9, 10, 11,  9,    1246663,    1246663,    1246663,    1246663
 0,    1174166,     49.0,     49.0,     49.0,    153.0,  9, 10, 11,  9,    1376848,    1376848,    1376848,    1376848
 0,    1275863,     49.0,     49.0,     49.0,    153.0,  9, 10, 11,  9,    1376850,    1376850,    1376850,    1376850
 0,    1175067,     63.0,     63.0,     63.0,    195.0,  9, 10, 11,  9,    1377164,    1377164,    1377164,    1377164
 0,    1275913,     48.0,     48.0,     49.0,    146.0,  9, 10, 11, 10,    1425122,    1425122,    1425122,    1425122
 0,    2576433,     56.0,     56.0,     58.0,    176.0,  9, 10, 11, 10,    1425121,    1425121,    1246514,    1425121
 0,    2576441,     45.0,     45.0,     45.0,    140.0,  9, 10, 11, 10,    2402578,    2402578,    2402578,    2402578
 0,    2576457,     45.0,     45.0,     45.0,    140.0,  9, 10, 11, 10,    2402578,    2402578,    2402578,    2402578
 0,    2576481,     45.0,     45.0,     45.0,    140.0,  9, 10, 11, 10,    2402578,    2402578,    2402578,    2402578
 0,      45283,     45.0,     44.0,     45.0,    140.0,  9, 10, 11, 10,      82064,    2402578,      82064,    2402578
 0,    2577321,     57.0,     57.0,     59.0,    178.0,  9, 10, 11,  9,    1425121,    1425121,    1246514,    1425121
 0,    2818264,     59.0,     59.0,     59.0,    189.0,  1,  2,  3,  9,    2818264,    2387415,    2818264,    2281410
 1,    2575430,     58.0,     58.0,     59.0,    179.0,  9, 10, 11,  9,    1246514,    1425121,    1246514,    1425121
 1,    2575536,     57.0,     57.0,     59.0,    179.0,  9, 10, 11,  9,    1425121,    1425121,    1246514,    1425121
 1,    1005977,     24.0,     24.0,     24.0,     73.0,  9, 10, 11,  9,    1246651,    1246651,    1246651,    1246651
 1,    1005987,     49.0,     49.0,     50.0,    150.0,  9, 10, 11, 10,    1246656,    1246656,    1246656,    1246656
 1,    1006012,     49.0,     49.0,     49.0,    152.0,  9, 10, 11,  9,    1246665,    1246665,    1246665,    1246665
 1,    1006022,     49.0,     49.0,     49.0,    152.0,  9, 10, 11,  9,    1246669,    1246669,    1246669,    1246669
 1,    1006032,     48.0,     48.0,     49.0,    150.0,  9, 10, 11,  9,    1246671,    1246671,    1246671,    1246671
 1,    1006051,     48.0,     48.0,     48.0,    151.0,  9, 10, 11,  9,    1246677,    1246677,    1246677,    1246677
 1,    1006216,     48.0,     48.0,     48.0,    150.0,  9, 10, 11,  9,    1246795,    1246795,    1246795,    1246795
 1,    1275862,     62.0,     62.0,     62.0,    190.0,  9, 10, 11,  9,    1246663,    1246663,    1246663,    1246663
 1,    1174166,     49.0,     49.0,     49.0,    153.0,  9, 10, 11, 10,    1376848,    1376848,    1376848,    1376848
 1,    1275863,     49.0,     49.0,     49.0,    153.0,  9, 10, 11,  9,    1376850,    1376850,    1376850,    1376850
