 F,      BusId,       PA,       PB,       PC,       P3, XA, XB, XC, X3,       id_A,       id_B,       id_C,       id_3
 0,      46626,     44.0,     42.0,     44.0,    138.0,  9,  2, 11,  2,      84612,      46626,      84612,      46626
 0,      46663,     30.0,     29.0,     30.0,     93.0,  1,  2,  3,  2,      46663,      46663,      46663,      46663
 0,    2381944,     25.0,     24.0,     25.0,     78.0,  1,  2,  3,  2,    2381941,    2381941,    2381941,    2381941
 0,    3746327,     26.0,     25.0,     26.0,     81.0,  1,  2,  3,  2,    2381941,    2381941,    2381941,    2381941
 0,    2381927,     34.0,     33.0,     33.0,    105.0,  9, 10, 11, 11,      84701,      84701,      84701,      84701
 0,    2509288,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,    2277072,    2277072,    2277072,    2277072
 0,    2509293,     17.0,     17.0,     17.0,     54.0,  9, 10, 11, 10,    2360204,    2360204,    2360204,    2360204
 0,      46660,     50.0,     48.0,     51.0,    154.0,  9, 10, 11, 10,    1085684,    1085684,    1085684,    1085684
 0,    2580958,     51.0,     49.0,     51.0,    155.0,  9, 10, 11, 10,    1085684,    1085684,    1085684,    1085684
 0,     586707,      7.0,      7.0,      7.0,     23.0,  1,  2,  3,  1,     586707,     586707,     586707,     586707
 0,     586697,     17.0,     18.0,     18.0,     56.0,  1,  2,  3,  1,     586697,     586697,     586697,     586697
 0,     653237,     24.0,     24.0,     25.0,     75.0,  9, 10, 11,  9,    1085689,    1085689,    1085689,    1085689
 0,    2509353,     16.0,     15.0,     16.0,     50.0,  1,  2,  3,  2,     656714,     656714,    2509353,    2509353
 0,    2509333,     14.0,     13.0,     14.0,     43.0,  1,  2,  3,  2,     941766,     941766,     941766,    2509333
 0,    2509362,     13.0,     12.0,     13.0,     41.0,  1,  2,  3,  2,    2509362,    2509362,    2509362,    2509362
 0,    2509338,     15.0,     14.0,     15.0,     47.0,  1,  2,  3,  2,     941766,     941766,     941766,     941766
 0,    2509342,     20.0,     19.0,     20.0,     62.0,  1,  2,  3,  2,     656704,     656704,     656704,     656704
 0,    2509347,     20.0,     19.0,     20.0,     62.0,  1,  2,  3,  2,     656704,     656704,    2509347,    2509347
 0,    2509351,     19.0,     18.0,     19.0,     58.0,  1,  2,  3,  2,     656714,     656714,    2509351,    2509351
 0,    2509352,     17.0,     17.0,     18.0,     54.0,  1,  2,  3,  2,    2509352,     656714,     656714,    2509352
 0,    2509357,     15.0,     15.0,     16.0,     48.0,  1,  2,  3,  2,    2509357,     656714,     941771,    2509357
 0,    2509276,     20.0,     20.0,     20.0,     62.0,  9, 10, 11,  9,    1986388,    1986388,    1986388,    1986388
 0,    2509337,     15.0,     14.0,     15.0,     46.0,  1,  2,  3,  2,     941766,     941766,     941766,    2509337
 0,    2509340,     19.0,     18.0,     20.0,     60.0,  1,  2,  3,  2,     656704,    2509340,     656704,    2509340
 0,    2509339,     17.0,     16.0,     17.0,     52.0,  1,  2,  3,  2,     656704,     656704,     656704,    2509339
 0,    2575625,     24.0,     23.0,     24.0,     74.0,  1,  2,  3,  2,    2381941,    2381941,    2381941,    2381941
 0,    2402032,     14.0,     13.0,     14.0,     44.0,  1,  2,  3,  2,     941771,    2402032,    2402032,    2402032
 0,    2509167,     34.0,     34.0,     34.0,    108.0,  9, 10, 11,  9,      84583,      84583,      84583,      84583
 0,    2576531,     18.0,     17.0,     18.0,     55.0,  9, 10, 11,  9,    2360156,    2360156,    2360156,    2360156
 0,    2509154,     34.0,     34.0,     34.0,    108.0,  9, 10, 11,  9,      84583,      84583,      84583,      84583
 0,    2577052,     57.0,     52.0,     58.0,    162.0,  9, 10, 11, 10,      84582,      84582,      84582,      84582
