HC_firm_min_min,HC_firm_min_p05,HC_firm_min_p50,HC_firm_min_p95,HC_firm_min_max,HC_firm_min_mean,HC_nonfirm_min,HC_nonfirm_p05,HC_nonfirm_p50,HC_nonfirm_p95,HC_nonfirm_max,HC_nonfirm_mean,gain_nonfirm_minus_firm_min,gain_nonfirm_minus_firm_p05,gain_nonfirm_minus_firm_p50,gain_nonfirm_minus_firm_p95,gain_nonfirm_minus_firm_max,gain_nonfirm_minus_firm_mean,ratio_nonfirm_to_firm_min,ratio_nonfirm_to_firm_p05,ratio_nonfirm_to_firm_p50,ratio_nonfirm_to_firm_p95,ratio_nonfirm_to_firm_max,ratio_nonfirm_to_firm_mean
3.0,17.0,41.0,71.0,95.0,40.891061452513966,3.0,19.0,45.425,77.0,95.0,42.82383612662942,0.0,0.0,1.0,7.902499999999983,13.0,1.9327746741154557,1.0,1.0,1.037037037037037,1.1875,1.5833333333333333,1.0483305799234544
