HC_firm_min_min,HC_firm_min_p05,HC_firm_min_p50,HC_firm_min_p95,HC_firm_min_max,HC_firm_min_mean,HC_nonfirm_min,HC_nonfirm_p05,HC_nonfirm_p50,HC_nonfirm_p95,HC_nonfirm_max,HC_nonfirm_mean,gain_nonfirm_minus_firm_min,gain_nonfirm_minus_firm_p05,gain_nonfirm_minus_firm_p50,gain_nonfirm_minus_firm_p95,gain_nonfirm_minus_firm_max,gain_nonfirm_minus_firm_mean,ratio_nonfirm_to_firm_min,ratio_nonfirm_to_firm_p05,ratio_nonfirm_to_firm_p50,ratio_nonfirm_to_firm_p95,ratio_nonfirm_to_firm_max,ratio_nonfirm_to_firm_mean
1.0,10.0,30.0,62.0,78.0,32.472998137802605,4.0,15.0,34.0,65.0,78.0,35.965037243947855,0.0,0.0,2.0,11.0,34.0,3.492039106145251,1.0,1.0,1.0625,1.5489722222222218,4.5,1.1868703661229567
