 F,      BusId,       PA,       PB,       PC,       P3, XA, XB, XC, X3,       id_A,       id_B,       id_C,       id_3
 0,      41627,     49.0,     49.0,     48.0,    147.0,  9, 10, 11, 11,      74471,      74471,      74471,      74471
 0,    3563074,     36.0,     35.0,     35.0,    110.0,  9, 10, 11,  9,    2371212,    2371212,    2371212,    2371212
 0,    1169202,     19.0,     20.0,     20.0,     63.0,  1,  2,  3,  1,    1169202,    1169197,    1169197,    1169202
 0,    1539774,     51.0,     51.0,     50.0,    153.0,  9, 10, 11, 11,    1646096,    1646096,    1646096,    1646096
 0,    1539779,     50.0,     50.0,     50.0,    153.0,  9, 10, 11, 11,    1646098,    1646098,    1646098,    1646098
 0,    2523863,     54.0,     54.0,     54.0,    167.0,  9, 10, 11,  9,    2371182,    2371182,    2371182,    2371182
 0,    2523874,     18.0,     18.0,     18.0,     56.0,  9, 10, 11,  9,    2371185,    2371185,    2371185,    2371185
 0,    2523899,     18.0,     17.0,     18.0,     53.0,  9, 10, 11, 10,    2371193,    2371193,    2371193,    2371193
 0,    2523909,     18.0,     17.0,     18.0,     53.0,  9, 10, 11, 10,    2371193,    2371193,    2371193,    2371193
 0,    2523934,     17.0,     17.0,     17.0,     54.0,  9, 10, 11, 10,    2703103,    2703103,    2703103,    2703103
 0,    2523942,     35.0,     34.0,     34.0,    108.0,  9, 10, 11, 10,    2371212,    2371212,    2371212,    2371212
 0,    2523947,     34.0,     34.0,     34.0,    107.0,  9, 10, 11, 10,    2371212,    2371212,    2371212,    2371212
 0,    2523967,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,    2371226,    2371226,    2371226,    2371226
 0,    2523972,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,    2371226,    2371226,    2371226,    2371226
 0,    2577513,     52.0,     52.0,     53.0,    165.0,  9, 10, 11,  9,    2371182,    2371182,    2371182,    2371182
 0,    2523987,     17.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2371238,    2371238,    2371238,    2371238
 0,    2524002,     48.0,     48.0,     48.0,    154.0,  1,  2,  3,  1,    2524002,    2524002,    2524002,    2524017
 0,    2524007,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2371244,    2371244,    2371244,    2371244
 0,    2524012,     38.0,     38.0,     38.0,    123.0,  1,  2,  3,  1,    2524012,    2524012,    2524012,    2524012
 0,    2577554,     16.0,     17.0,     17.0,     53.0,  9, 10, 11,  9,    2371249,    2371249,    2371249,    2371249
 0,    2577564,     16.0,     16.0,     16.0,     52.0,  1,  2,  3,  9,    2524017,    2524017,    2524017,    2371249
 0,    2524017,     16.0,     16.0,     16.0,     52.0,  1,  2,  3,  1,    2524017,    2524017,    2524017,    2524017
 0,    2524022,     14.0,     14.0,     14.0,     47.0,  1,  2,  3,  1,    2524022,    2524022,    2524022,    2524022
 0,    2577579,     59.0,     59.0,     59.0,    188.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 0,    2577589,     60.0,     60.0,     60.0,    189.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 0,    2577599,     61.0,     61.0,     60.0,    190.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 0,    2577609,     62.0,     62.0,     61.0,    191.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 0,    2577628,     63.0,     63.0,     62.0,    193.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 0,      43446,     28.0,     28.0,     28.0,     85.0,  9, 10, 11, 10,      78191,      78191,      78191,      78191
 0,    3358686,     61.0,     60.0,     61.0,    185.0,  9, 10, 11, 10,    2671880,    2671880,    2671880,    2671880
 0,    3358678,     61.0,     59.0,     60.0,    184.0,  9, 10, 11, 10,    2671880,    2671880,    2671880,    2671880
 0,    3358676,     60.0,     59.0,     60.0,    183.0,  9, 10, 11, 10,    2671880,    2671880,    2671880,    2671880
 0,    3358674,     60.0,     58.0,     59.0,    182.0,  9, 10, 11, 10,    2671880,    2671880,    2671880,    2671880
 0,    2577943,     42.0,     36.0,     42.0,    111.0,  9, 10, 11, 10,    2403588,    2403588,    2403588,    2403588
 0,    2577963,     41.0,     35.0,     41.0,    110.0,  9, 10, 11, 10,    2403588,    2403588,    2403588,    2403588
 0,    2577993,     40.0,     34.0,     41.0,    108.0,  9, 10, 11, 10,    2403588,    2403588,    2403588,    2403588
 0,    2578009,     39.0,     34.0,     40.0,    107.0,  9, 10, 11, 10,    2403588,    2403588,    2403588,    2403588
 0,    2578019,     58.0,     59.0,     58.0,    186.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 0,    2578068,     54.0,     54.0,     54.0,    175.0,  1,  2,  3,  3,    1474146,    1474146,    1474146,    1474146
 0,      41657,     17.0,     17.0,     17.0,     54.0,  9, 10, 11, 10,      74526,      74526,      74526,      74526
 0,      41661,     17.0,     17.0,     17.0,     53.0,  9, 10, 11, 10,      74533,      74533,      74533,      74533
 0,      41667,     16.0,     15.0,     16.0,     48.0,  1,  2, 11,  2,      41667,      41667,      74542,      41667
 0,      41669,     25.0,     23.0,     26.0,     75.0,  1,  2,  3,  2,    2537481,      41669,      41669,      41669
 0,      41670,     17.0,     17.0,     17.0,     53.0,  9, 10, 11, 10,      74549,      74549,      74549,      74549
 0,    2524064,     17.0,     16.0,     17.0,     53.0,  9, 10, 11, 10,      74549,      74549,      74549,      74549
 0,    2528605,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2375105,    2375105,    2375105,    2375105
 0,    2528615,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2375113,    2375113,    2375113,    2375113
 0,    2528625,     23.0,     23.0,     23.0,     72.0,  9, 10, 11,  9,    2375113,    2375113,    2375113,    2375113
 0,    2528656,     23.0,     23.0,     23.0,     72.0,  9, 10, 11, 10,    2375140,    2375140,    2375140,    2375140
 0,    2528666,     23.0,     23.0,     22.0,     71.0,  9, 10, 11, 11,    2375142,    2375142,    2375142,    2375142
 0,    2528701,     17.0,     17.0,     17.0,     53.0,  9, 10, 11, 11,    2375165,    2375165,    2375165,    2375165
 0,    2528728,     17.0,     17.0,     17.0,     53.0,  9, 10, 11, 11,    2375165,    2375165,    2375165,    2375165
 0,    2528762,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,    2375195,    2375195,    2375195,    2375195
 0,    2528778,     17.0,     17.0,     17.0,     53.0,  9, 10, 11,  9,    2375195,    2375195,    2375195,    2375195
 0,    2528826,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,    2375232,    2375232,    2375232,    2375232
 0,    2528852,     17.0,     17.0,     17.0,     53.0,  9, 10, 11,  9,    2375246,    2375246,    2375246,    2375246
 0,    2528867,     19.0,     20.0,     20.0,     64.0,  1,  2,  3,  1,    2528867,    2528867,    2528862,    2528867
 0,    2528872,     17.0,     17.0,     17.0,     55.0,  1,  2,  3,  1,    2528872,    2528872,    2528872,    2528872
 0,    2538747,     21.0,     22.0,     21.0,     68.0,  1,  2,  3,  1,    1169197,    1169197,    1169197,    2529121
 0,    2529131,     13.0,     14.0,     14.0,     43.0,  1,  2,  3,  1,    2529126,    2529121,    2529121,    2529131
 0,    2529136,     13.0,     14.0,     14.0,     44.0,  1,  2,  3,  1,    2529136,    2529121,    2529121,    2529136
 0,    2529146,     13.0,     13.0,     13.0,     41.0,  1,  2,  3,  1,    2529136,    2529146,    2529146,    2529146
 0,    2529154,     14.0,     15.0,     15.0,     47.0,  1,  2,  3,  1,    2529121,    2529121,    2529121,    2529121
 0,    2529162,     15.0,     15.0,     15.0,     48.0,  1,  2,  3,  1,    2529121,    2529162,    2529121,    2529162
 0,    2529170,     15.0,     16.0,     16.0,     50.0,  1,  2,  3,  1,    2529121,    2529121,    2529121,    2529170
 0,    2529198,     16.0,     16.0,     16.0,     52.0,  1, 10,  3,  1,    2529121,    2375425,    2529193,    2529198
 0,    2529208,     15.0,     16.0,     16.0,     50.0,  1,  2,  3,  1,    2529208,    2529198,    2529121,    2529208
 0,    2529226,     16.0,     16.0,     16.0,     53.0,  9, 10, 11,  9,    2375435,    2375435,    2375435,    2375435
 0,    2529236,     16.0,     16.0,     16.0,     52.0,  1, 10,  3,  1,    2529236,    2375435,    2529236,    2529236
 0,    2529259,     16.0,     17.0,     17.0,     53.0,  9, 10, 11,  9,    2375449,    2375449,    2375449,    2375449
 0,    2529269,     16.0,     17.0,     16.0,     53.0,  9,  2, 11,  9,    2375449,    2529269,    2375449,    2375449
 0,    2529304,     17.0,     17.0,     17.0,     53.0,  9, 10, 11,  9,    2375465,    2375465,    2375465,    2375465
 0,    2529319,     16.0,     16.0,     17.0,     53.0,  9, 10, 11,  9,    2375465,    2375465,    2375465,    2375465
 0,    2537404,     17.0,     16.0,     17.0,     53.0,  9, 10, 11,  9,    2381286,    2381286,    2381286,    2381286
 0,    2537431,     20.0,     18.0,     21.0,     60.0,  1,  2,  3,  2,    2537431,    2537431,    2537431,    2537431
 0,    2537449,     17.0,     16.0,     17.0,     52.0,  9, 10, 11, 10,    2381297,    2381297,    2381297,    2381297
 0,    2537476,     13.0,     12.0,     13.0,     38.0,  1,  2,  3,  2,    2537476,    2537476,    2537476,    2537476
 0,    2537481,     13.0,     12.0,     13.0,     38.0,  1,  2,  3,  2,    2537481,    2537481,    2537481,    2537481
 0,    2538752,     21.0,     21.0,     21.0,     67.0,  1,  2,  3,  1,    1169197,    2538752,    1169197,    2538752
 1,      41627,     49.0,     49.0,     49.0,    148.0,  9, 10, 11, 11,      74471,      74471,      74471,      74471
 1,    3563074,     36.0,     35.0,     35.0,    110.0,  9, 10, 11,  9,    2371212,    2371212,    2371212,    2371212
 1,    1169202,     20.0,     20.0,     19.0,     63.0,  1,  2,  3,  3,    1169197,    1169197,    1169202,    1169202
 1,    1539774,     51.0,     51.0,     50.0,    153.0,  9, 10, 11, 11,    1646096,    1646096,    1646096,    1646096
 1,    1539779,     50.0,     50.0,     50.0,    154.0,  9, 10, 11,  9,    1646098,    1646098,    1646098,    1646098
 1,    2523863,     54.0,     54.0,     54.0,    167.0,  9, 10, 11,  9,    2371182,    2371182,    2371182,    2371182
 1,    2523874,     18.0,     18.0,     18.0,     56.0,  9, 10, 11,  9,    2371185,    2371185,    2371185,    2371185
 1,    2523899,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2371193,    2371193,    2371193,    2371193
 1,    2523909,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2371193,    2371193,    2371193,    2371193
 1,    2523934,     17.0,     17.0,     17.0,     55.0,  9, 10, 11,  9,    2703103,    2703103,    2703103,    2703103
 1,    2523942,     35.0,     34.0,     34.0,    109.0,  9, 10, 11,  9,    2371212,    2371212,    2371212,    2371212
 1,    2523947,     34.0,     34.0,     34.0,    108.0,  9, 10, 11,  9,    2371212,    2371212,    2371212,    2371212
 1,    2523967,     17.0,     17.0,     17.0,     54.0,  9, 10, 11, 10,    2371226,    2371226,    2371226,    2371226
 1,    2523972,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,    2371226,    2371226,    2371226,    2371226
 1,    2577513,     52.0,     53.0,     53.0,    166.0,  9, 10, 11,  9,    2371182,    2371182,    2371182,    2371182
 1,    2523987,     17.0,     18.0,     18.0,     54.0,  9, 10, 11,  9,    2371238,    2371238,    2371238,    2371238
 1,    2524002,     48.0,     48.0,     48.0,    155.0,  1,  2,  3,  1,    2524002,    2524002,    2524002,    2524022
 1,    2524007,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2371244,    2371244,    2371244,    2371244
 1,    2524012,     38.0,     38.0,     38.0,    124.0,  1,  2,  3,  1,    2524012,    2524012,    2524012,    2524012
 1,    2577554,     17.0,     17.0,     17.0,     53.0,  9, 10, 11,  9,    2371249,    2371249,    2371249,    2371249
 1,    2577564,     16.0,     16.0,     16.0,     52.0,  1, 10,  3,  9,    2524017,    2371249,    2524017,    2371249
 1,    2524017,     16.0,     16.0,     16.0,     52.0,  1,  2,  3,  1,    2524017,    2524017,    2524017,    2524017
 1,    2524022,     14.0,     15.0,     14.0,     47.0,  1,  2,  3,  1,    2524022,    2524022,    2524022,    2524022
 1,    2577579,     59.0,     59.0,     59.0,    187.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 1,    2577589,     60.0,     60.0,     60.0,    189.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 1,    2577599,     61.0,     61.0,     60.0,    190.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
 1,    2577609,     61.0,     62.0,     61.0,    191.0,  9, 10, 11, 11,      74561,      74561,      74561,      74561
