 F,      BusId,       PA,       PB,       PC,       P3, XA, XB, XC, X3,       id_A,       id_B,       id_C,       id_3
 0,      44255,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,      80015,      80015,      80015,      80015
 0,    2573776,     48.0,     48.0,     47.0,    148.0,  9, 10, 12,  9,      80010,      80010,      80010,      80010
 0,    2573791,     47.0,     47.0,     47.0,    147.0,  9, 10, 11, 10,      80010,      80010,      80010,      80010
 0,    2573831,     47.0,     47.0,     47.0,    147.0,  9, 10, 11,  9,      80010,      80010,      80010,      80010
 0,    2573943,     47.0,     47.0,     47.0,    147.0,  9, 10, 11,  9,      80010,      80010,      80010,      80010
 0,    2614720,     46.0,     46.0,     46.0,    146.0,  9, 10, 11,  9,      80010,      80010,      80010,      80010
 0,    2574035,     46.0,     46.0,     46.0,    145.0,  9, 10, 11,  9,      80010,      80010,      80010,      80010
 0,    2574144,     46.0,     46.0,     46.0,    145.0,  9, 10, 11,  9,      80010,      80010,      80010,      80010
 0,    2574617,     46.0,     46.0,     46.0,    145.0,  9, 10, 11,  9,      80010,      80010,      80010,      80010
 0,    3194731,     23.0,     23.0,     23.0,     73.0,  9, 10, 11,  9,    2663390,    2663390,    2663390,    2663390
 0,    3194751,     23.0,     23.0,     23.0,     73.0,  9, 10, 11,  9,    2663397,    2663397,    2663397,    2663397
 0,    3194737,     23.0,     23.0,     23.0,     72.0,  9, 10, 11, 10,    2401769,    2401769,    2401769,    2401769
 0,    3194626,     23.0,     23.0,     23.0,     73.0,  9, 10, 11,  9,    2663364,    2663364,    2663364,    2663364
 0,    3194097,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2372116,    2372116,    2372116,    2372116
 0,    3194110,     18.0,     18.0,     18.0,     55.0,  9, 10, 11,  9,    2663201,    2663201,    2663201,    2663201
 0,    3194050,     24.0,     24.0,     24.0,     74.0,  9, 10, 11,  9,    2663181,    2663181,    2663181,    2663181
 0,    3194071,     17.0,     17.0,     17.0,     54.0,  9, 10, 11,  9,      80086,      80086,      80086,      80086
 0,     933929,     46.0,     46.0,     46.0,    146.0,  9, 10, 11,  9,    1211140,    1211140,    1211140,    1211140
